Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH;;
11/04/2004;10.00.00;1,6;1053;94;6,2;823;87;1040;77;1386;810;17,4;35,4;0,6990;;
11/04/2004;11.00.00;1,8;1087;126;7,3;870;107;1014;90;1412;851;20,2;29,2;0,6830;;
11/04/2004;12.00.00;2,6;1153;181;9,2;945;161;969;118;1425;911;22,7;22,9;0,6224;;
11/04/2004;13.00.00;1,1;894;66;4,0;710;61;1209;70;1200;611;22,3;22,4;0,5955;;
11/04/2004;14.00.00;0,6;797;54;2,3;606;26;1452;35;1076;368;22,2;18,9;0,4993;;
11/04/2004;15.00.00;0,9;854;48;3,1;658;42;1409;46;1108;369;22,0;19,0;0,4969;;
11/04/2004;16.00.00;1;892;66;3,2;665;55;1348;58;1150;394;21,0;23,6;0,5788;;
11/04/2004;17.00.00;1,2;935;65;3,3;672;65;1299;61;1183;415;19,6;27,4;0,6162;;
11/04/2004;18.00.00;1,4;989;68;4,0;709;75;1225;80;1233;469;17,9;30,8;0,6258;;
11/04/2004;19.00.00;2;1063;118;5,7;797;93;1079;93;1285;607;16,4;35,3;0,6532;;
11/04/2004;20.00.00;1,1;922;65;3,4;674;63;1220;78;1205;498;15,6;37,5;0,6575;;
11/04/2004;21.00.00;1,1;925;63;3,5;680;60;1223;76;1217;481;15,5;36,7;0,6438;;
11/04/2004;22.00.00;1,1;924;61;2,9;648;63;1272;74;1186;465;14,5;39,0;0,6428;;
11/04/2004;23.00.00;1,1;914;63;3,1;661;66;1256;81;1187;478;14,2;38,2;0,6163;;
12/04/2004;00.00.00;0,7;840;31;1,6;556;41;1474;58;1094;366;13,7;38,3;0,5957;;
12/04/2004;01.00.00;0,6;799;29;1,1;514;42;1615;59;1036;332;14,1;34,0;0,5442;;
12/04/2004;02.00.00;0,7;856;34;2,0;581;36;1448;54;1111;346;14,6;34,0;0,5605;;
12/04/2004;03.00.00;0,6;830;34;1,7;560;-200;1452;-200;1066;350;14,4;32,8;0,5364;;
12/04/2004;04.00.00;0,3;753;9;0,7;462;16;1822;25;955;274;13,9;30,9;0,4868;;
12/04/2004;05.00.00;0,3;785;14;0,5;448;16;1923;26;1003;263;13,5;37,9;0,5852;;
12/04/2004;06.00.00;0,4;835;23;0,7;472;33;1756;49;1117;314;13,9;43,6;0,6871;;
12/04/2004;07.00.00;0,5;865;36;0,9;494;39;1613;53;1185;367;13,5;50,1;0,7706;;
12/04/2004;08.00.00;0,6;922;39;1,5;541;45;1453;57;1246;432;13,3;53,6;0,8169;;
12/04/2004;09.00.00;0,8;975;38;2,2;598;63;1268;73;1293;536;13,4;56,0;0,8576;;
12/04/2004;10.00.00;1;1040;55;2,9;646;71;1210;78;1325;555;13,0;59,6;0,8860;;
12/04/2004;11.00.00;1,3;1115;75;3,9;707;104;1105;93;1384;677;12,7;62,7;0,9173;;
12/04/2004;12.00.00;1,1;1004;64;2,8;641;85;1201;71;1305;557;12,1;60,5;0,8505;;
12/04/2004;13.00.00;0,6;895;39;1,4;536;53;1415;56;1229;421;11,2;64,4;0,8537;;
12/04/2004;14.00.00;0,7;917;42;1,7;563;58;1415;60;1257;423;10,7;67,6;0,8703;;
12/04/2004;15.00.00;1,2;1025;78;3,6;689;89;1189;77;1325;519;11,4;61,2;0,8236;;
12/04/2004;16.00.00;1,4;1035;69;3,1;660;96;1222;82;1301;533;9,9;70,5;0,8581;;
12/04/2004;17.00.00;1,2;1025;67;3,5;682;88;1197;77;1313;537;10,3;65,2;0,8151;;
12/04/2004;18.00.00;1,3;1040;83;3,9;705;100;1149;91;1324;612;11,0;58,9;0,7714;;
12/04/2004;19.00.00;1,8;1070;79;5,2;776;127;1065;93;1369;697;10,6;59,5;0,7595;;
12/04/2004;20.00.00;1,2;964;68;3,7;692;88;1176;82;1292;573;10,6;57,7;0,7362;;
12/04/2004;21.00.00;0,8;904;56;2,7;635;66;1269;74;1233;489;10,6;56,1;0,7149;;
12/04/2004;22.00.00;0,8;913;49;2,6;626;61;1271;68;1234;474;10,3;58,0;0,7239;;
12/04/2004;23.00.00;0,8;914;56;2,4;610;54;1322;65;1230;455;10,4;58,4;0,7352;;
13/04/2004;00.00.00;0,7;893;48;2,0;587;46;1368;58;1219;433;10,7;58,2;0,7459;;
13/04/2004;01.00.00;0,5;844;27;1,3;532;25;1499;36;1176;376;10,5;59,9;0,7624;;
13/04/2004;02.00.00;0,3;837;29;1,2;518;18;1581;29;1182;360;10,5;60,8;0,7704;;
13/04/2004;03.00.00;0,4;868;32;1,3;530;-200;1482;-200;1215;384;10,6;63,1;0,8068;;
13/04/2004;04.00.00;0,3;825;47;0,9;489;21;1565;28;1171;363;11,1;60,1;0,7925;;
13/04/2004;05.00.00;0,7;956;66;3,1;656;76;1251;68;1356;525;10,1;68,4;0,8443;;
13/04/2004;06.00.00;1,6;1124;163;6,9;853;149;960;99;1531;873;10,0;68,7;0,8456;;
13/04/2004;07.00.00;3,9;1496;524;19,1;1272;328;667;130;2011;1399;11,0;64,2;0,8398;;
13/04/2004;08.00.00;4,5;1452;657;22,1;1354;282;620;128;2057;1501;12,0;58,1;0,8138;;
13/04/2004;09.00.00;2,7;1172;324;11,8;1042;206;797;120;1641;1186;12,8;52,0;0,7643;;
13/04/2004;10.00.00;1,6;1020;144;7,3;871;133;956;93;1426;911;12,6;50,8;0,7387;;
13/04/2004;11.00.00;1,6;1044;135;8,0;900;137;934;96;1471;919;13,8;47,4;0,7435;;
13/04/2004;12.00.00;1,6;1020;140;7,2;866;116;972;84;1429;791;15,1;42,7;0,7294;;
13/04/2004;13.00.00;1,5;1009;141;7,7;885;112;994;87;1439;751;16,3;38,1;0,7006;;
13/04/2004;14.00.00;1,8;1073;181;9,7;966;128;935;87;1537;805;16,6;36,7;0,6867;;
13/04/2004;15.00.00;2,1;1098;227;9,8;971;145;877;103;1527;966;15,8;40,5;0,7241;;
13/04/2004;16.00.00;1,7;1061;149;7,7;887;110;920;88;1462;869;16,3;41,8;0,7712;;
13/04/2004;17.00.00;3;1289;425;15,3;1158;184;755;118;1791;1196;16,1;42,8;0,7783;;
13/04/2004;18.00.00;4,6;1442;669;21,5;1337;243;630;134;2004;1523;15,3;46,8;0,8074;;
13/04/2004;19.00.00;5;1479;680;21,7;1343;259;631;144;1995;1579;14,7;47,0;0,7815;;
13/04/2004;20.00.00;3,5;1266;446;14,6;1138;205;726;129;1747;1370;14,1;49,6;0,7931;;
13/04/2004;21.00.00;2,1;1149;205;9,3;952;144;845;108;1577;1204;13,5;54,1;0,8351;;
13/04/2004;22.00.00;2,1;1168;194;9,4;954;152;843;104;1586;1201;12,3;59,2;0,8461;;
13/04/2004;23.00.00;1,5;1079;115;6,8;847;108;925;90;1463;1122;11,6;62,2;0,8510;;
14/04/2004;00.00.00;1,1;1047;74;4,9;760;64;1032;74;1379;1003;11,5;61,4;0,8303;;
14/04/2004;01.00.00;0,9;936;85;3,9;705;73;1086;73;1364;918;10,9;64,6;0,8395;;
14/04/2004;02.00.00;0,7;900;66;2,7;635;47;1207;60;1307;836;11,1;63,2;0,8331;;
14/04/2004;03.00.00;0,4;839;60;1,9;576;-200;1325;-200;1285;759;10,7;64,4;0,8284;;
14/04/2004;04.00.00;-200;840;40;1,7;563;45;1349;57;1275;755;10,7;63,8;0,8174;;
14/04/2004;05.00.00;0,9;905;47;3,3;670;79;1191;62;1346;820;10,2;65,8;0,8196;;
14/04/2004;06.00.00;1,6;1079;116;7,4;875;113;947;71;1535;998;10,3;65,6;0,8225;;
14/04/2004;07.00.00;3,9;1417;478;18,2;1246;263;669;94;1921;1403;10,8;64,0;0,8307;;
14/04/2004;08.00.00;5;1529;836;27,7;1497;275;569;99;2278;1641;13,3;55,6;0,8453;;
14/04/2004;09.00.00;4,3;1397;655;18,3;1248;263;659;119;1906;1534;15,8;46,8;0,8328;;
14/04/2004;10.00.00;2,7;1214;312;12,3;1061;183;780;103;1662;1257;19,5;34,4;0,7738;;
14/04/2004;11.00.00;2,1;1109;195;8,9;935;147;882;95;1518;1026;21,1;30,2;0,7450;;
14/04/2004;12.00.00;2,1;1122;238;10,4;993;132;859;95;1571;993;18,4;34,2;0,7185;;
14/04/2004;13.00.00;-200;1094;-200;9,7;966;-200;877;-200;1519;919;21,0;30,6;0,7538;;
14/04/2004;14.00.00;-200;1164;-200;12,8;1076;-200;788;-200;1653;1032;21,4;28,7;0,7231;;
14/04/2004;15.00.00;-200;1188;-200;12,9;1082;-200;790;-200;1653;1077;21,3;27,3;0,6856;;
14/04/2004;16.00.00;-200;1098;-200;8,9;934;-200;895;-200;1497;883;20,4;30,4;0,7193;;
14/04/2004;17.00.00;-200;1180;-200;11,0;1014;-200;826;-200;1595;1036;18,7;34,8;0,7436;;
14/04/2004;18.00.00;-200;1195;-200;12,6;1072;-200;799;-200;1609;1144;18,6;34,7;0,7369;;
14/04/2004;19.00.00;-200;1234;-200;13,3;1095;-200;789;-200;1638;1212;17,9;35,8;0,7276;;
14/04/2004;20.00.00;-200;1425;-200;18,1;1242;-200;675;-200;1858;1486;16,5;42,1;0,7856;;
14/04/2004;21.00.00;-200;1320;-200;13,0;1085;-200;730;-200;1689;1440;14,8;49,7;0,8321;;
14/04/2004;22.00.00;-200;1158;-200;7,8;892;-200;870;-200;1494;1242;13,4;54,3;0,8291;;
14/04/2004;23.00.00;-200;1060;-200;5,8;805;-200;964;-200;1418;1089;13,4;54,2;0,8319;;
15/04/2004;00.00.00;-200;1036;-200;4,7;746;-200;1034;-200;1364;993;12,3;57,6;0,8223;;
15/04/2004;01.00.00;-200;943;-200;3,1;660;-200;1163;-200;1297;862;11,6;58,8;0,7996;;
15/04/2004;02.00.00;-200;899;-200;2,1;591;-200;1243;-200;1259;815;10,7;62,3;0,7988;;
15/04/2004;03.00.00;-200;889;-200;1,7;559;-200;1331;-200;1241;714;10,2;63,2;0,7865;;
15/04/2004;04.00.00;-200;847;-200;1,3;527;-200;1416;-200;1216;682;10,5;61,3;0,7761;;
15/04/2004;05.00.00;-200;918;-200;2,6;625;-200;1255;-200;1298;744;9,3;65,8;0,7722;;
15/04/2004;06.00.00;-200;1105;-200;7,9;897;-200;906;-200;1510;1050;9,1;67,4;0,7814;;
15/04/2004;07.00.00;-200;1491;-200;21,4;1335;-200;625;-200;2001;1522;10,2;62,9;0,7831;;
15/04/2004;08.00.00;-200;1508;-200;22,1;1355;-200;609;-200;2034;1623;11,6;58,7;0,7999;;
15/04/2004;09.00.00;3,9;1489;536;19,1;1270;309;633;114;1889;1638;13,5;53,4;0,8196;;
15/04/2004;10.00.00;3,8;1451;481;17,3;1219;327;661;127;1804;1633;15,0;49,3;0,8364;;
15/04/2004;11.00.00;3,8;1454;460;17,5;1225;299;661;135;1809;1654;17,1;42,1;0,8120;;
15/04/2004;12.00.00;3,9;1392;597;17,0;1210;257;689;135;1792;1559;18,4;36,9;0,7758;;
15/04/2004;13.00.00;3,5;1351;465;17,0;1210;195;709;120;1783;1374;19,3;35,4;0,7824;;
15/04/2004;14.00.00;4;1418;542;19,5;1282;231;681;129;1890;1418;19,2;35,7;0,7826;;
15/04/2004;15.00.00;3;1303;437;14,8;1143;170;748;114;1734;1228;21,5;30,4;0,7677;;
15/04/2004;16.00.00;3,1;1292;383;14,0;1116;192;746;129;1676;1293;19,6;34,6;0,7807;;
15/04/2004;17.00.00;5,2;1560;778;24,4;1413;251;594;149;2046;1642;19,6;35,5;0,8017;;
15/04/2004;18.00.00;5,9;1765;926;28,1;1507;289;533;149;2271;1895;18,3;44,1;0,9183;;
15/04/2004;19.00.00;7,3;1875;1189;33,7;1637;351;482;158;2446;2086;17,4;47,8;0,9392;;
15/04/2004;20.00.00;6,1;1746;824;24,2;1409;319;553;148;2119;1898;16,8;49,8;0,9446;;
15/04/2004;21.00.00;4,6;1607;660;19,8;1290;264;587;134;1960;1758;16,2;53,2;0,9723;;
15/04/2004;22.00.00;2,5;1277;203;9,3;952;144;802;111;1607;1284;14,9;59,1;0,9928;;
15/04/2004;23.00.00;2,2;1207;136;7,3;868;119;877;106;1532;1075;13,9;64,0;1,0130;;
16/04/2004;00.00.00;2;1209;114;7,1;863;120;882;108;1547;1084;13,7;66,8;1,0410;;
16/04/2004;01.00.00;1,9;1189;110;6,7;844;96;887;93;1566;1049;13,4;69,6;1,0688;;
16/04/2004;02.00.00;1,6;1132;127;6,0;810;77;899;83;1532;1021;12,8;71,9;1,0632;;
16/04/2004;03.00.00;1;974;68;2,7;635;-200;1159;-200;1387;778;12,9;68,5;1,0155;;
16/04/2004;04.00.00;1;1033;70;3,6;686;63;1030;69;1420;948;11,9;74,8;1,0380;;
16/04/2004;05.00.00;1,2;1075;93;5,4;782;97;941;77;1505;988;11,6;76,4;1,0415;;
16/04/2004;06.00.00;2;1242;179;10,0;978;180;778;87;1686;1184;11,7;75,3;1,0325;;
16/04/2004;07.00.00;4,5;1657;523;23,2;1384;352;579;109;2176;1600;12,8;71,0;1,0428;;
16/04/2004;08.00.00;4,1;1406;546;18,7;1258;279;636;116;1890;1495;13,8;61,1;0,9595;;
16/04/2004;09.00.00;2,6;1150;251;9,9;973;186;827;105;1590;1188;15,3;51,4;0,8886;;
16/04/2004;10.00.00;2,3;1184;222;10,2;983;169;823;106;1604;1166;16,6;48,7;0,9146;;
16/04/2004;11.00.00;2,6;1223;212;11,0;1014;172;781;108;1666;1219;17,6;46,7;0,9324;;
16/04/2004;12.00.00;2,4;1196;263;10,5;997;127;802;100;1644;1128;19,2;42,7;0,9425;;
16/04/2004;13.00.00;4,3;1559;535;18,9;1267;230;653;149;2047;1373;15,7;62,5;1,1092;;
16/04/2004;14.00.00;4,6;1544;609;18,9;1266;280;613;148;2066;1415;14,5;75,7;1,2425;;
16/04/2004;15.00.00;4;1485;449;17,5;1223;242;650;126;1980;1302;14,4;77,4;1,2654;;
16/04/2004;16.00.00;4,7;1498;536;17,7;1230;250;649;140;1963;1308;14,6;74,9;1,2391;;
16/04/2004;17.00.00;5,7;1593;743;23,0;1378;309;582;142;2159;1449;14,6;76,0;1,2573;;
16/04/2004;18.00.00;5,2;1529;575;20,4;1309;270;627;141;2083;1385;14,0;76,3;1,2166;;
16/04/2004;19.00.00;6,4;1689;783;26,8;1474;323;560;149;2298;1492;13,9;78,0;1,2303;;
16/04/2004;20.00.00;6;1535;706;19,9;1295;307;627;140;2039;1380;13,8;78,0;1,2229;;
16/04/2004;21.00.00;3,4;1304;299;12,5;1067;224;737;117;1811;1167;13,5;79,4;1,2224;;
16/04/2004;22.00.00;2,7;1235;159;9,6;963;166;803;103;1680;1095;13,1;80,1;1,2016;;
16/04/2004;23.00.00;3,1;1281;171;10,0;977;171;794;99;1695;1105;12,8;81,0;1,1915;;
17/04/2004;00.00.00;2,6;1167;162;8,1;904;169;846;100;1627;1051;12,7;80,6;1,1819;;
17/04/2004;01.00.00;2,2;1134;111;7,1;863;120;869;88;1599;1009;12,5;81,8;1,1838;;
17/04/2004;02.00.00;1,9;1100;134;6,4;829;103;887;83;1565;972;12,7;81,2;1,1849;;
17/04/2004;03.00.00;-200;1057;-200;5,1;768;-200;958;-200;1527;884;12,4;82,4;1,1848;;
17/04/2004;04.00.00;-200;902;-200;3,0;652;-200;1158;-200;1437;661;12,6;79,9;1,1619;;
17/04/2004;05.00.00;-200;982;-200;4,2;724;-200;1055;-200;1508;774;12,8;80,0;1,1761;;
17/04/2004;06.00.00;-200;997;-200;5,1;769;-200;1002;-200;1524;868;12,6;79,9;1,1596;;
17/04/2004;07.00.00;-200;1141;-200;8,1;902;-200;905;-200;1672;965;12,5;79,6;1,1538;;
17/04/2004;08.00.00;-200;1163;-200;8,8;930;-200;849;-200;1691;985;12,8;80,8;1,1863;;
17/04/2004;09.00.00;-200;1107;-200;7,2;864;-200;911;-200;1604;963;13,5;78,1;1,1997;;
17/04/2004;10.00.00;-200;1228;-200;9,2;949;-200;838;-200;1706;1069;14,6;74,9;1,2348;;
17/04/2004;11.00.00;-200;1033;-200;6,0;810;-200;969;-200;1526;864;16,8;61,0;1,1599;;
17/04/2004;12.00.00;-200;984;-200;5,0;763;-200;1054;-200;1472;641;18,8;50,1;1,0769;;
17/04/2004;13.00.00;-200;1066;-200;7,5;879;-200;939;-200;1536;740;19,3;47,1;1,0445;;
17/04/2004;14.00.00;-200;926;-200;3,9;707;-200;1130;-200;1429;532;19,3;46,6;1,0298;;
17/04/2004;15.00.00;-200;979;-200;5,0;764;-200;1054;-200;1462;572;19,7;44,4;1,0081;;
17/04/2004;16.00.00;-200;993;-200;5,4;783;-200;1033;-200;1482;630;19,3;45,7;1,0161;;
17/04/2004;17.00.00;-200;970;-200;5,0;763;-200;1043;-200;1462;608;17,9;49,9;1,0135;;
17/04/2004;18.00.00;-200;997;-200;5,5;788;-200;1014;-200;1482;644;16,9;53,2;1,0179;;
17/04/2004;19.00.00;-200;1097;-200;7,8;892;-200;909;-200;1594;833;16,1;56,0;1,0151;;
17/04/2004;20.00.00;-200;1105;-200;8,2;908;-200;900;-200;1566;923;16,5;52,8;0,9860;;
17/04/2004;21.00.00;-200;993;-200;5,3;777;-200;1022;-200;1482;790;16,9;51,1;0,9743;;
17/04/2004;22.00.00;-200;1136;-200;7,9;896;-200;919;-200;1623;961;17,0;50,8;0,9751;;
17/04/2004;23.00.00;-200;1297;-200;10,7;1003;-200;798;-200;1700;1177;16,9;54,8;1,0455;;
18/04/2004;00.00.00;-200;1110;-200;6,9;855;-200;897;-200;1568;943;16,3;57,2;1,0492;;
18/04/2004;01.00.00;-200;1027;-200;6,3;827;-200;942;-200;1529;742;16,0;56,2;1,0164;;
18/04/2004;02.00.00;-200;1024;-200;5,6;795;-200;982;-200;1501;705;15,6;60,2;1,0617;;
18/04/2004;03.00.00;-200;992;-200;5,4;783;-200;988;-200;1527;663;14,6;68,2;1,1282;;
18/04/2004;04.00.00;-200;929;-200;3,2;664;-200;1144;-200;1449;536;14,3;69,6;1,1257;;
18/04/2004;05.00.00;-200;892;-200;1,9;579;-200;1309;-200;1396;441;13,8;71,9;1,1312;;
18/04/2004;06.00.00;-200;895;-200;2,3;609;-200;1268;-200;1410;477;13,8;72,7;1,1402;;
18/04/2004;07.00.00;-200;915;-200;2,4;612;-200;1266;-200;1411;506;14,2;72,3;1,1632;;
18/04/2004;08.00.00;-200;947;-200;2,9;649;-200;1154;-200;1459;608;14,5;72,9;1,1950;;
18/04/2004;09.00.00;-200;1032;-200;4,2;721;-200;1052;-200;1546;663;14,2;75,6;1,2201;;
18/04/2004;10.00.00;-200;1219;-200;6,8;849;-200;901;-200;1664;912;14,5;77,2;1,2695;;
18/04/2004;11.00.00;-200;1217;-200;7,3;869;-200;873;-200;1660;963;14,9;74,5;1,2530;;
18/04/2004;12.00.00;-200;1097;-200;5,3;779;-200;980;-200;1565;803;15,5;67,4;1,1780;;
18/04/2004;13.00.00;-200;938;-200;3,4;674;-200;1136;-200;1433;564;16,7;56,0;1,0544;;
18/04/2004;14.00.00;-200;944;-200;3,4;677;-200;1140;-200;1436;501;17,1;55,5;1,0724;;
18/04/2004;15.00.00;-200;1139;-200;6,8;847;-200;929;-200;1604;701;16,2;62,4;1,1423;;
18/04/2004;16.00.00;-200;1163;-200;7,0;859;-200;921;-200;1603;783;17,4;58,9;1,1567;;
18/04/2004;17.00.00;-200;1157;-200;7,7;885;-200;916;-200;1590;784;17,5;54,6;1,0800;;
18/04/2004;18.00.00;-200;1154;-200;8,5;919;-200;876;-200;1623;861;17,5;54,2;1,0722;;
18/04/2004;19.00.00;-200;1342;-200;13,5;1102;-200;744;-200;1824;1156;17,0;55,1;1,0621;;
18/04/2004;20.00.00;-200;1178;-200;9,2;949;-200;847;-200;1653;1047;16,4;57,8;1,0669;;
18/04/2004;21.00.00;-200;1152;-200;8,7;926;-200;854;-200;1669;1034;15,8;60,4;1,0744;;
18/04/2004;22.00.00;-200;1078;-200;6,6;841;-200;920;-200;1595;962;15,5;63,3;1,1071;;
18/04/2004;23.00.00;-200;1167;-200;9,1;945;-200;826;-200;1702;1100;15,0;65,2;1,1045;;
19/04/2004;00.00.00;-200;1111;-200;7,8;890;-200;871;-200;1658;1047;14,5;67,3;1,1054;;
19/04/2004;01.00.00;-200;988;-200;4,2;722;-200;1029;-200;1500;874;14,1;70,1;1,1224;;
19/04/2004;02.00.00;-200;917;-200;3,4;677;-200;1103;-200;1494;747;13,8;73,3;1,1518;;
19/04/2004;03.00.00;-200;850;-200;1,7;562;-200;1275;-200;1407;589;13,1;78,3;1,1716;;
19/04/2004;04.00.00;-200;885;-200;2,1;589;-200;1238;-200;1443;635;13,0;78,2;1,1664;;
19/04/2004;05.00.00;-200;888;-200;2,2;597;-200;1242;-200;1428;671;14,3;70,1;1,1328;;
19/04/2004;06.00.00;-200;1101;-200;6,9;852;-200;913;-200;1655;992;14,0;70,9;1,1306;;
19/04/2004;07.00.00;-200;1399;-200;16,5;1195;-200;680;-200;1976;1308;15,4;64,2;1,1123;;
19/04/2004;08.00.00;-200;1325;-200;18,7;1260;-200;652;-200;1969;1303;16,5;57,9;1,0826;;
19/04/2004;09.00.00;-200;1058;-200;8,5;921;-200;876;-200;1594;893;18,8;48,0;1,0323;;
19/04/2004;10.00.00;-200;990;-200;6,8;846;-200;947;-200;1503;715;19,5;43,3;0,9706;;
19/04/2004;11.00.00;-200;1018;-200;7,5;879;-200;950;-200;1574;685;18,5;45,5;0,9606;;
19/04/2004;12.00.00;-200;1105;-200;10,9;1010;-200;811;-200;1709;947;18,0;46,7;0,9569;;
19/04/2004;13.00.00;-200;1194;-200;13,4;1097;-200;743;-200;1847;1049;16,5;58,2;1,0813;;
19/04/2004;14.00.00;-200;1088;-200;7,9;893;-200;892;-200;1565;741;12,1;75,6;1,0662;;
19/04/2004;15.00.00;-200;1084;-200;8,8;933;-200;872;-200;1602;801;11,1;75,6;0,9974;;
19/04/2004;16.00.00;-200;1207;-200;11,5;1032;-200;797;-200;1701;969;10,5;79,0;1,0016;;
19/04/2004;17.00.00;-200;1186;-200;11,8;1042;-200;808;-200;1684;1038;10,0;80,5;0,9853;;
19/04/2004;18.00.00;-200;1053;-200;8,3;911;-200;916;-200;1528;889;11,3;70,5;0,9389;;
19/04/2004;19.00.00;-200;1032;-200;7,9;895;-200;921;-200;1508;879;10,7;71,5;0,9197;;
19/04/2004;20.00.00;-200;989;-200;6,7;846;-200;960;-200;1476;846;9,9;74,0;0,9009;;
19/04/2004;21.00.00;-200;930;-200;4,6;745;-200;1085;-200;1391;712;10,8;68,2;0,8806;;
19/04/2004;22.00.00;-200;951;-200;5,0;766;-200;1056;-200;1431;747;10,2;74,0;0,9176;;
19/04/2004;23.00.00;-200;985;-200;5,3;780;-200;1017;-200;1444;791;10,1;77,5;0,9579;;
20/04/2004;00.00.00;-200;937;-200;3,9;703;-200;1136;-200;1377;637;9,9;77,7;0,9497;;
20/04/2004;01.00.00;-200;887;-200;2,9;648;-200;1222;-200;1357;553;9,5;80,2;0,9533;;
20/04/2004;02.00.00;-200;806;-200;1,5;544;-200;1429;-200;1290;449;9,5;79,7;0,9489;;
20/04/2004;03.00.00;-200;771;-200;0,8;483;-200;1587;-200;1277;485;9,7;78,9;0,9487;;
20/04/2004;04.00.00;-200;802;-200;1,2;519;-200;1523;-200;1315;540;9,8;80,0;0,9670;;
20/04/2004;05.00.00;-200;878;-200;2,9;644;-200;1260;-200;1410;685;10,0;79,6;0,9800;;
20/04/2004;06.00.00;-200;1070;-200;7,6;883;-200;942;-200;1625;925;10,3;79,4;0,9927;;
20/04/2004;07.00.00;-200;1430;-200;20,7;1316;-200;638;-200;2069;1382;11,0;77,4;1,0135;;
20/04/2004;08.00.00;-200;1565;-200;29,9;1549;-200;540;-200;2396;1645;12,3;69,2;0,9906;;
20/04/2004;09.00.00;-200;1365;-200;20,1;1299;-200;637;-200;1999;1514;14,5;60,4;0,9936;;
20/04/2004;10.00.00;-200;1348;-200;17,1;1214;-200;678;-200;1874;1509;16,0;56,3;1,0185;;
20/04/2004;11.00.00;-200;1311;-200;19,4;1279;-200;648;-200;1991;1520;18,1;51,1;1,0551;;
20/04/2004;12.00.00;-200;1302;-200;18,7;1260;-200;658;-200;1970;1471;23,0;37,5;1,0389;;
20/04/2004;13.00.00;-200;1250;-200;15,8;1173;-200;720;-200;1870;1282;21,8;39,6;1,0209;;
20/04/2004;14.00.00;-200;1083;-200;10,3;988;-200;859;-200;1643;1004;21,9;37,2;0,9683;;
20/04/2004;15.00.00;-200;1005;-200;7,9;894;-200;956;-200;1530;714;23,8;31,4;0,9132;;
20/04/2004;16.00.00;-200;1129;-200;13,7;1107;-200;844;-200;1742;940;25,9;26,9;0,8845;;
20/04/2004;17.00.00;-200;1327;-200;19,7;1289;-200;712;-200;1938;1272;25,8;29,9;0,9808;;
20/04/2004;18.00.00;-200;1428;-200;25,3;1437;-200;599;-200;2156;1526;22,6;39,5;1,0679;;
20/04/2004;19.00.00;-200;1426;-200;23,9;1400;-200;612;-200;2102;1488;19,9;45,0;1,0364;;
20/04/2004;20.00.00;-200;1310;-200;20,6;1313;-200;663;-200;1958;1475;17,9;47,4;0,9657;;
20/04/2004;21.00.00;-200;1114;-200;12,3;1059;-200;792;-200;1704;1182;16,8;50,4;0,9545;;
20/04/2004;22.00.00;-200;991;-200;7,7;889;-200;932;-200;1550;933;16,0;52,0;0,9375;;
20/04/2004;23.00.00;-200;1089;-200;9,0;940;-200;866;-200;1589;1001;14,2;59,1;0,9520;;
21/04/2004;00.00.00;-200;911;-200;4,5;740;-200;1071;-200;1412;756;14,2;56,7;0,9111;;
21/04/2004;01.00.00;-200;1005;-200;5,8;802;-200;976;-200;1474;952;12,2;67,7;0,9625;;
21/04/2004;02.00.00;-200;863;-200;3,2;664;-200;1172;-200;1381;808;13,2;61,7;0,9328;;
21/04/2004;03.00.00;-200;857;-200;3,0;653;-200;1197;-200;1375;779;10,9;71,0;0,9249;;
21/04/2004;04.00.00;-200;804;-200;2,0;585;-200;1301;-200;1319;717;11,3;67,6;0,9038;;
21/04/2004;05.00.00;-200;871;-200;3,7;694;-200;1160;-200;1421;779;10,1;71,8;0,8880;;
21/04/2004;06.00.00;-200;1035;-200;8,7;929;-200;887;-200;1599;1009;10,2;70,9;0,8841;;
21/04/2004;07.00.00;-200;1513;-200;27,0;1480;-200;572;-200;2249;1595;11,8;66,0;0,9085;;
21/04/2004;08.00.00;-200;1726;-200;40,3;1776;-200;478;-200;2684;1940;14,0;58,2;0,9271;;
21/04/2004;09.00.00;-200;1396;-200;20,0;1296;-200;619;-200;1991;1628;17,0;50,2;0,9646;;
21/04/2004;10.00.00;-200;1333;-200;17,1;1212;-200;668;-200;1854;1573;22,3;36,9;0,9838;;
21/04/2004;11.00.00;-200;1161;-200;11,0;1016;-200;849;-200;1642;1187;24,4;30,9;0,9340;;
21/04/2004;12.00.00;-200;1081;-200;10,6;1000;-200;900;-200;1561;900;25,9;26,7;0,8771;;
21/04/2004;13.00.00;-200;1075;-200;10,5;998;-200;914;-200;1574;800;25,8;26,1;0,8540;;
21/04/2004;14.00.00;-200;1055;-200;9,6;964;-200;953;-200;1513;770;26,3;24,8;0,8393;;
21/04/2004;15.00.00;-200;1053;-200;9,3;953;-200;988;-200;1483;758;27,0;22,2;0,7805;;
21/04/2004;16.00.00;-200;1087;-200;12,7;1075;-200;944;-200;1558;886;27,3;20,5;0,7308;;
21/04/2004;17.00.00;-200;1304;-200;19,8;1291;-200;765;-200;1838;1219;25,8;24,1;0,7912;;
21/04/2004;18.00.00;-200;1625;-200;32,5;1608;-200;601;-200;2271;1725;25,3;28,9;0,9151;;
